sentence1,sentence2,similarity
"Testamos o Gear S2: relógio da Samsung ganha cara nova e encanta   * Testamos o Huawei Watch: relógio bonito (e caro) já nasce com dias contados   * Sony lança SmartWatch 3 no Brasil; conheça o novo relógio inteligente   * Sony apresenta Wena, um IDrelógioanalógicoID com funções inteligentes","Testamos o Gear S2: relógio da Samsung ganha cara nova e encanta   * Testamos o Huawei Watch: relógio bonito (e caro) já nasce com dias contados   * Sony lança SmartWatch 3 no Brasil; conheça o novo relógio inteligente   * Sony apresenta Wena, um relógio tradicional com funções inteligentes",1
"Testamos o Gear S2: relógio da Samsung ganha cara nova e encanta   * Testamos o Huawei Watch: relógio bonito (e caro) já nasce com dias contados   * Sony lança SmartWatch 3 no Brasil; conheça o novo relógio inteligente   * Sony apresenta Wena, um IDrelógioanalógicoID com funções inteligentes","Testamos o Gear S2: relógio da Samsung ganha cara nova e encanta   * Testamos o Huawei Watch: relógio bonito (e caro) já nasce com dias contados   * Sony lança SmartWatch 3 no Brasil; conheça o novo relógio inteligente   * Sony apresenta Wena, um temporizador análogo com funções inteligentes",0.99778247
"O Carbon tem design robusto e, à exceção da entrada USB na lateral, escondida por uma tampa metálica, se parece com qualquer outro IDrelógioanalógicoID do mercado.","O Carbon tem design robusto e, à exceção da entrada USB na lateral, escondida por uma tampa metálica, se parece com qualquer outro relógio tradicional do mercado.",1
"O Carbon tem design robusto e, à exceção da entrada USB na lateral, escondida por uma tampa metálica, se parece com qualquer outro IDrelógioanalógicoID do mercado.","O Carbon tem design robusto e, à exceção da entrada USB na lateral, escondida por uma tampa metálica, se parece com qualquer outro temporizador análogo do mercado.",0.9890827
"“Precisamos pensar em como criar um ecossistema para promover negócios sustentáveis na Amazônia, em como criar um IDcírculovirtuosoID nesse processo para gerar produção. Isso perpassa por investimentos em educação, para capacitar as pessoas e definir também logística (infraestrutura). Os eixos norteadores da estratégia permitem identificar o que queremos promover. Mas quando a gente pensa em uma estratégia, também tem que pensar em como essa estratégia vai casar com as expectativas apropriadas; qual o empurrão inicial para que esse processo possa ser contínuo”, explicou Camille Bemerguy, diretora de Bioeconomia, Meteorologia, Hidrologia e Mudanças Climáticas da Semas.","“Precisamos pensar em como criar um ecossistema para promover negócios sustentáveis na Amazônia, em como criar um ciclo virtuoso nesse processo para gerar produção. Isso perpassa por investimentos em educação, para capacitar as pessoas e definir também logística (infraestrutura). Os eixos norteadores da estratégia permitem identificar o que queremos promover. Mas quando a gente pensa em uma estratégia, também tem que pensar em como essa estratégia vai casar com as expectativas apropriadas; qual o empurrão inicial para que esse processo possa ser contínuo”, explicou Camille Bemerguy, diretora de Bioeconomia, Meteorologia, Hidrologia e Mudanças Climáticas da Semas.",1
"“Precisamos pensar em como criar um ecossistema para promover negócios sustentáveis na Amazônia, em como criar um IDcírculovirtuosoID nesse processo para gerar produção. Isso perpassa por investimentos em educação, para capacitar as pessoas e definir também logística (infraestrutura). Os eixos norteadores da estratégia permitem identificar o que queremos promover. Mas quando a gente pensa em uma estratégia, também tem que pensar em como essa estratégia vai casar com as expectativas apropriadas; qual o empurrão inicial para que esse processo possa ser contínuo”, explicou Camille Bemerguy, diretora de Bioeconomia, Meteorologia, Hidrologia e Mudanças Climáticas da Semas.","“Precisamos pensar em como criar um ecossistema para promover negócios sustentáveis na Amazônia, em como criar um circunferência honrada nesse processo para gerar produção. Isso perpassa por investimentos em educação, para capacitar as pessoas e definir também logística (infraestrutura). Os eixos norteadores da estratégia permitem identificar o que queremos promover. Mas quando a gente pensa em uma estratégia, também tem que pensar em como essa estratégia vai casar com as expectativas apropriadas; qual o empurrão inicial para que esse processo possa ser contínuo”, explicou Camille Bemerguy, diretora de Bioeconomia, Meteorologia, Hidrologia e Mudanças Climáticas da Semas.",0.99794745
" “Quando trocamos o lixo reciclável por alimentos, se torna uma atividade positiva. Adquirimos alimentos de agricultores das nossas comunidades, portanto, há um IDcírculovirtuosoID em volta de boas ações”, afirmou. "," “Quando trocamos o lixo reciclável por alimentos, se torna uma atividade positiva. Adquirimos alimentos de agricultores das nossas comunidades, portanto, há um ciclo virtuoso em volta de boas ações”, afirmou. ",1
" “Quando trocamos o lixo reciclável por alimentos, se torna uma atividade positiva. Adquirimos alimentos de agricultores das nossas comunidades, portanto, há um IDcírculovirtuosoID em volta de boas ações”, afirmou. "," “Quando trocamos o lixo reciclável por alimentos, se torna uma atividade positiva. Adquirimos alimentos de agricultores das nossas comunidades, portanto, há um circunferência honrada em volta de boas ações”, afirmou. ",0.9845724
"“É preciso que todos entendam a importância de criar e manter um IDcírculovirtuosoID de desenvolvimento humano, baseado em cinco pilares, que funcionando de maneira independente, se retroalimentam: eficiência fiscal e transparência; educação; saúde e bem-estar; infraestrutura e mobilidade urbana; e desenvolvimento socioeconômico e ordem pública. O material foi elaborado à luz desses pilares e vai funcionar como mais uma ferramenta para aqueles que buscam a eficiência na gestão pública”, explica. Leia mais: Especialistas lançam livro Cidades Excelentes - Diário do Comércio.","“É preciso que todos entendam a importância de criar e manter um ciclo virtuoso de desenvolvimento humano, baseado em cinco pilares, que funcionando de maneira independente, se retroalimentam: eficiência fiscal e transparência; educação; saúde e bem-estar; infraestrutura e mobilidade urbana; e desenvolvimento socioeconômico e ordem pública. O material foi elaborado à luz desses pilares e vai funcionar como mais uma ferramenta para aqueles que buscam a eficiência na gestão pública”, explica. Leia mais: Especialistas lançam livro Cidades Excelentes - Diário do Comércio.",1
"“É preciso que todos entendam a importância de criar e manter um IDcírculovirtuosoID de desenvolvimento humano, baseado em cinco pilares, que funcionando de maneira independente, se retroalimentam: eficiência fiscal e transparência; educação; saúde e bem-estar; infraestrutura e mobilidade urbana; e desenvolvimento socioeconômico e ordem pública. O material foi elaborado à luz desses pilares e vai funcionar como mais uma ferramenta para aqueles que buscam a eficiência na gestão pública”, explica. Leia mais: Especialistas lançam livro Cidades Excelentes - Diário do Comércio.","“É preciso que todos entendam a importância de criar e manter um circunferência honrada de desenvolvimento humano, baseado em cinco pilares, que funcionando de maneira independente, se retroalimentam: eficiência fiscal e transparência; educação; saúde e bem-estar; infraestrutura e mobilidade urbana; e desenvolvimento socioeconômico e ordem pública. O material foi elaborado à luz desses pilares e vai funcionar como mais uma ferramenta para aqueles que buscam a eficiência na gestão pública”, explica. Leia mais: Especialistas lançam livro Cidades Excelentes - Diário do Comércio.",0.99685836
"Leonardo Rischele complementa que, neste período, o Aquila pesquisou 90 municípios no exterior e 360 no Brasil, sempre com a pergunta: “o que torna uma Cidade Excelente?”, chegando a duas principais conclusões: nas cidades excelentes o setor público é referência de excelência para o setor privado e nas cidades excelentes existe um IDcírculovirtuosoID e equilibrado de desenvolvimento. ","Leonardo Rischele complementa que, neste período, o Aquila pesquisou 90 municípios no exterior e 360 no Brasil, sempre com a pergunta: “o que torna uma Cidade Excelente?”, chegando a duas principais conclusões: nas cidades excelentes o setor público é referência de excelência para o setor privado e nas cidades excelentes existe um ciclo virtuoso e equilibrado de desenvolvimento. ",1
"Leonardo Rischele complementa que, neste período, o Aquila pesquisou 90 municípios no exterior e 360 no Brasil, sempre com a pergunta: “o que torna uma Cidade Excelente?”, chegando a duas principais conclusões: nas cidades excelentes o setor público é referência de excelência para o setor privado e nas cidades excelentes existe um IDcírculovirtuosoID e equilibrado de desenvolvimento. ","Leonardo Rischele complementa que, neste período, o Aquila pesquisou 90 municípios no exterior e 360 no Brasil, sempre com a pergunta: “o que torna uma Cidade Excelente?”, chegando a duas principais conclusões: nas cidades excelentes o setor público é referência de excelência para o setor privado e nas cidades excelentes existe um circunferência honrada e equilibrado de desenvolvimento. ",0.9961164
Precisamos de uma Academia de Polícia que resgate a sua metodologia de ensino e pesquisa para promover o IDcírculovirtuosoID em que talentos formam novos talentos.,Precisamos de uma Academia de Polícia que resgate a sua metodologia de ensino e pesquisa para promover o ciclo virtuoso em que talentos formam novos talentos.,1
Precisamos de uma Academia de Polícia que resgate a sua metodologia de ensino e pesquisa para promover o IDcírculovirtuosoID em que talentos formam novos talentos.,Precisamos de uma Academia de Polícia que resgate a sua metodologia de ensino e pesquisa para promover o circunferência honrada em que talentos formam novos talentos.,0.97995365
"Impactam, também, na qualidade do serviço prestado ao cliente, promovendo um IDcírculovirtuosoID: consumidor satisfeito gera novas vendas, que proporcionam receita necessária para viabilizar a sustentabilidade financeira.","Impactam, também, na qualidade do serviço prestado ao cliente, promovendo um ciclo virtuoso: consumidor satisfeito gera novas vendas, que proporcionam receita necessária para viabilizar a sustentabilidade financeira.",1
"Impactam, também, na qualidade do serviço prestado ao cliente, promovendo um IDcírculovirtuosoID: consumidor satisfeito gera novas vendas, que proporcionam receita necessária para viabilizar a sustentabilidade financeira.","Impactam, também, na qualidade do serviço prestado ao cliente, promovendo um circunferência honrada: consumidor satisfeito gera novas vendas, que proporcionam receita necessária para viabilizar a sustentabilidade financeira.",0.989655
"Através dessa ação, reforça o IDcírculovirtuosoID proposto pelo Sicredi, fortalecendo o crescimento econômico da economia local. ","Através dessa ação, reforça o ciclo virtuoso proposto pelo Sicredi, fortalecendo o crescimento econômico da economia local. ",1
