original,correct,incorrect,idiom
"Quando acompanho o desfile no tapete vermelho, por exemplo, com todas aquelas senhoras e senhores mui elegantes, me lembro da origem do smoking, contada pelo amigo Reinaldo Paes Barreto.","Quando acompanho o desfile no entrada de evento, por exemplo, com todas aquelas senhoras e senhores mui elegantes, me lembro da origem do smoking, contada pelo amigo Reinaldo Paes Barreto.","Quando acompanho o desfile no prestígio, por exemplo, com todas aquelas senhoras e senhores mui elegantes, me lembro da origem do smoking, contada pelo amigo Reinaldo Paes Barreto.",tapete vermelho
"O tapete vermelho, por exemplo, costuma ser enorme e receber centenas de pessoas, entre artistas, jornalistas, fotógrafos e equipes de televisão.","O entrada de evento, por exemplo, costuma ser enorme e receber centenas de pessoas, entre artistas, jornalistas, fotógrafos e equipes de televisão.","O prestígio, por exemplo, costuma ser enorme e receber centenas de pessoas, entre artistas, jornalistas, fotógrafos e equipes de televisão.",tapete vermelho
"Além da gastronomia, a Casa do Produtor Rural também é famosa pela venda de hortifrutigranjeiros frescos, vindos direto da horta de agricultores, e pelo tradicional café colonial com doces e salgados.","Além da gastronomia, a Casa do Produtor Rural também é famosa pela venda de hortifrutigranjeiros frescos, vindos direto da horta de agricultores, e pelo tradicional café da manhã com doces e salgados.","Além da gastronomia, a Casa do Produtor Rural também é famosa pela venda de hortifrutigranjeiros frescos, vindos direto da horta de agricultores, e pelo tradicional cafeeiro colonialista com doces e salgados.",café colonial
"O Café Colonial começa a partir das 07h e a feira fica localizada na Rua Antônio Vitório Giordani, centro de Xanxerê, nas proximidades do Campo do Tabajara.","O Café Colonial começa a partir das 07h e a feira fica localizada na Rua Antônio Vitório Giordani, centro de Xanxerê, nas proximidades do Campo do Tabajara.","O Café Colonial começa a partir das 07h e a feira fica localizada na Rua Antônio Vitório Giordani, centro de Xanxerê, nas proximidades do Campo do Tabajara.",café colonial
"No final de semana (sábado e domingo), dias 17 e 18 de abril, os empreendedores vão inaugurar um delicioso café colonial, que será servido a partir das 15 horas.","No final de semana (sábado e domingo), dias 17 e 18 de abril, os empreendedores vão inaugurar um delicioso café da manhã, que será servido a partir das 15 horas.","No final de semana (sábado e domingo), dias 17 e 18 de abril, os empreendedores vão inaugurar um delicioso cafeeiro colonialista, que será servido a partir das 15 horas.",café colonial
"Mas como não fomos para brincadeira, nosso objetivo mesmo era o café colonial. ","Mas como não fomos para brincadeira, nosso objetivo mesmo era o café da manhã. ","Mas como não fomos para brincadeira, nosso objetivo mesmo era o restaurante colonial. ",café colonial
"Estamos falando do Café Colonial da empresa Sabores da Vó Joana, que é servido a cada 15 dias, nas instalações do Restaurante Kampa A La Carte.","Estamos falando do Café Colonial da empresa Sabores da Vó Joana, que é servido a cada 15 dias, nas instalações do Restaurante Kampa A La Carte.","Estamos falando do Café Colonial da empresa Sabores da Vó Joana, que é servido a cada 15 dias, nas instalações do Restaurante Kampa A La Carte.",café colonial
"Mas a grande expectativa é o retorno do seu Café Colonial, que era sempre servido aos domingos e era programa dos bons e badalado na cidade.","Mas a grande expectativa é o retorno do seu Café Colonial, que era sempre servido aos domingos e era programa dos bons e badalado na cidade.","Mas a grande expectativa é o retorno do seu Café Colonial, que era sempre servido aos domingos e era programa dos bons e badalado na cidade.",café colonial
Itens básicos do café colonial tradicional,Itens básicos do café da manhã tradicional,Itens básicos do cafeeiro colonialista tradicional,café colonial
"Aqui no San Piero Café com Mistura serviremos a essência do café colonial, com receitas herdadas da minha mãe e que passaram de geração em geração em nossa família”, ressaltou a proprietária Pamela Demenech da Silva.","Aqui no San Piero Café com Mistura serviremos a essência do café da manhã, com receitas herdadas da minha mãe e que passaram de geração em geração em nossa família”, ressaltou a proprietária Pamela Demenech da Silva.","Aqui no San Piero Café com Mistura serviremos a essência do restaurante colonial, com receitas herdadas da minha mãe e que passaram de geração em geração em nossa família”, ressaltou a proprietária Pamela Demenech da Silva.",café colonial
"O Santuário Sagrado Coração de Jesus, localizado em Içara, promoverá um café colonial em sistema drive-thru, no dia 27 de março.","O Santuário Sagrado Coração de Jesus, localizado em Içara, promoverá um café da manhã em sistema drive-thru, no dia 27 de março.","O Santuário Sagrado Coração de Jesus, localizado em Içara, promoverá um restaurante colonial em sistema drive-thru, no dia 27 de março.",café colonial
"No primeiro sábado do mês, o sítio abre as portas para visitantes desfrutarem de um caprichado café colonial.","No primeiro sábado do mês, o sítio abre as portas para visitantes desfrutarem de um caprichado café da manhã.","No primeiro sábado do mês, o sítio abre as portas para visitantes desfrutarem de um caprichado restaurante colonial.",café colonial
"Neste ano, uma das grandes novidades é com relação ao café colonial, que está sob a responsabilidade da comunidade da Linha Heidrich, que há 27 anos realiza a tradicional Milch Fest.","Neste ano, uma das grandes novidades é com relação ao café da manhã, que está sob a responsabilidade da comunidade da Linha Heidrich, que há 27 anos realiza a tradicional Milch Fest.","Neste ano, uma das grandes novidades é com relação ao cafeeiro colonialista, que está sob a responsabilidade da comunidade da Linha Heidrich, que há 27 anos realiza a tradicional Milch Fest.",café colonial
Também servimos um café colonial para quem vem passar à tarde.,Também servimos um café da manhã para quem vem passar à tarde.,Também servimos um restaurante colonial para quem vem passar à tarde.,café colonial
"O Bela Vista é considerado o primeiro café colonial do Brasil e ficou conhecido pela mesa com mais de 80 pratos, como linguiça brustolada, polenta frita, apfelstrudel e torta de bolacha alemã.","O Bela Vista é considerado o primeiro restaurante colonial do Brasil e ficou conhecido pela mesa com mais de 80 pratos, como linguiça brustolada, polenta frita, apfelstrudel e torta de bolacha alemã.","O Bela Vista é considerado o primeiro cafeeiro colonialista do Brasil e ficou conhecido pela mesa com mais de 80 pratos, como linguiça brustolada, polenta frita, apfelstrudel e torta de bolacha alemã.",café colonial
"Alguns ficaram dentro do imóvel, outros do lado de fora em uma estrutura colocada no pátio”, destaca ela, lembrando que a entrada do Café Colonial também será pelo portão do novo espaço.","Alguns ficaram dentro do imóvel, outros do lado de fora em uma estrutura colocada no pátio”, destaca ela, lembrando que a entrada do Café Colonial também será pelo portão do novo espaço.","Alguns ficaram dentro do imóvel, outros do lado de fora em uma estrutura colocada no pátio”, destaca ela, lembrando que a entrada do Café Colonial também será pelo portão do novo espaço.",café colonial
"Valdelírio Borges de Lima – Cafuncho, que foi secretário de Agricultura da gestão passada, relembrou que é preciso investigar onde foram parar os equipamentos da cantina, anexa ao café colonial.","Valdelírio Borges de Lima – Cafuncho, que foi secretário de Agricultura da gestão passada, relembrou que é preciso investigar onde foram parar os equipamentos da cantina, anexa ao restaurante colonial.","Valdelírio Borges de Lima – Cafuncho, que foi secretário de Agricultura da gestão passada, relembrou que é preciso investigar onde foram parar os equipamentos da cantina, anexa ao café da manhã.",café colonial
A entrada será pelo acesso ao lado do café colonial.,A entrada será pelo acesso ao lado do restaurante colonial.,A entrada será pelo acesso ao lado do cafeeiro colonialista.,café colonial
"Haverá dois pontos de vacinação: no parque de exposições, cuja entrada será pelo acesso ao lado do café colonial, e no CMEI da Vila Gaúcha.","Haverá dois pontos de vacinação: no parque de exposições, cuja entrada será pelo acesso ao lado do restaurante colonial, e no CMEI da Vila Gaúcha.","Haverá dois pontos de vacinação: no parque de exposições, cuja entrada será pelo acesso ao lado do cafeeiro colonialista, e no CMEI da Vila Gaúcha.",café colonial
"Um detalhe que chama atenção é que o hotel foi construído onde antes funcionava um café colonial da marca Bela Vista, que foi fundado pela família do presidente da Gramado Parks, Anderson Caliari. ","Um detalhe que chama atenção é que o hotel foi construído onde antes funcionava um restaurante colonial da marca Bela Vista, que foi fundado pela família do presidente da Gramado Parks, Anderson Caliari. ","Um detalhe que chama atenção é que o hotel foi construído onde antes funcionava um café da manhã da marca Bela Vista, que foi fundado pela família do presidente da Gramado Parks, Anderson Caliari. ",café colonial
"A Quarta Turma deu provimento ao recurso especial de uma construtora que, em embargos de terceiro, obteve a condenação da massa falida em multa por litigância de má-fé, fixada em cerca de R$ 211 mil.","A Quarta Turma deu provimento ao recurso especial de uma construtora que, em embargos de terceiro, obteve a condenação da massa falida em multa por litigância de tratamento desonesto, fixada em cerca de R$ 211 mil.","A Quarta Turma deu provimento ao recurso especial de uma construtora que, em embargos de terceiro, obteve a condenação da massa falida em multa por litigância de crença ruim, fixada em cerca de R$ 211 mil.",má-fé
"Segundo a decisão do Tribunal de Justiça do Rio Grande do Sul (TJRS), o enquadramento das penas processuais como custas judiciais e, consequentemente, como encargos da massa estaria limitado ao processo de falência e, na situação dos autos, a condenação por litigância de má-fé ocorreu no âmbito de embargos de terceiro – ou seja, uma ação diversa.","Segundo a decisão do Tribunal de Justiça do Rio Grande do Sul (TJRS), o enquadramento das penas processuais como custas judiciais e, consequentemente, como encargos da massa estaria limitado ao processo de falência e, na situação dos autos, a condenação por litigância de tratamento desonesto ocorreu no âmbito de embargos de terceiro – ou seja, uma ação diversa.","Segundo a decisão do Tribunal de Justiça do Rio Grande do Sul (TJRS), o enquadramento das penas processuais como custas judiciais e, consequentemente, como encargos da massa estaria limitado ao processo de falência e, na situação dos autos, a condenação por litigância de maldade ocorreu no âmbito de embargos de terceiro – ou seja, uma ação diversa.",má-fé
